"","FID","Name","Address","Location","geom","Document","HoCo.ID","Tax.Map","Block","Parcel","Lot","Building.Name","Common.Name","Survey.Year","Comments","ZipCode","Menu_Item1","Menu_Item2"
"122","Historic_Sites_View.fid-e93e948_15090ed509b_-196c","Mentzel Paper Factory","","","POINT (1371409.8599999999 584972.235)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-732.pdf"" TARGET=""NEW"">Click Here </a>",732,25,8,0,0,"Mentzel Paper Factory","","1998","",NA,NA,NA
"123","Historic_Sites_View.fid-e93e948_15090ed509b_-196d","Replace Bridge (SHA #HO30","","","POINT (1301650.89 580762.4249999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-731.pdf"" TARGET=""NEW"">Click Here </a>",731,21,15,0,0,"Replace Bridge (SHA #HO30)","","1996","",NA,NA,NA
"124","Historic_Sites_View.fid-e93e948_15090ed509b_-196e","Bridge (SHA #13007)","US 1","","POINT (1364403.5999999999 534549.8999999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-729.pdf"" TARGET=""NEW"">Click Here </a>",729,47,18,0,0,"Bridge (SHA #13007)","","1996","",NA,NA,NA
"125","Historic_Sites_View.fid-e93e948_15090ed509b_-196f","Bridge (SHA #13003)","US 1","","POINT (1375779.8399999999 549684.39)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-728.pdf"" TARGET=""NEW"">Click Here </a>",728,43,10,0,0,"Bridge (SHA #13003)","","1997","",NA,NA,NA
"126","Historic_Sites_View.fid-e93e948_15090ed509b_-1970","Unnamed","8321 Leishear Rd","Laurel","POINT (1348714.38 537545.07)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-687.pdf"" TARGET=""NEW"">Click Here </a>",687,47,7,163,0,"Unnamed","","1997","7/23/2004",NA,NA,NA
"127","Historic_Sites_View.fid-e93e948_15090ed509b_-1971","Unnamed","11139 Johns Hopkins Rd","Laurel","POINT (1340222.8199999998 544280.6549999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-686.pdf"" TARGET=""NEW"">Click Here </a>",686,41,16,121,0,"Unnamed","","1997","Demo permit for SFD 1/18/2006 completed",NA,NA,NA
"128","Historic_Sites_View.fid-e93e948_15090ed509b_-1972","Unnamed","10945 Johns Hopkins Rd","","POINT (1341109.02 539814.5249999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-685.pdf"" TARGET=""NEW"">Click Here </a>",685,46,4,126,0,"Unnamed","","1997","",NA,NA,NA
"129","Historic_Sites_View.fid-e93e948_15090ed509b_-1973","Unnamed","10935 Johns Hopkins Rd","","POINT (1341427.41 540406.26)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-684.pdf"" TARGET=""NEW"">Click Here </a>",684,46,4,217,0,"Unnamed","","1997","",NA,NA,NA
"130","Historic_Sites_View.fid-e93e948_15090ed509b_-1974","Unnamed","10905 Johns Hopkins Rd","","POINT (1343186.19 542805.4199999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-683.pdf"" TARGET=""NEW"">Click Here </a>",683,41,22,128,0,"Unnamed","","1997","",NA,NA,NA
"131","Historic_Sites_View.fid-e93e948_15090ed509b_-1975","Unnamed","8489 Heatherwold Dr","","POINT (1346427.93 535868.46)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-682.pdf"" TARGET=""NEW"">Click Here </a>",682,46,12,322,1,"Unnamed","","1997","",NA,NA,NA
"132","Historic_Sites_View.fid-e93e948_15090ed509b_-1976","Bridge (SHA# HO-49)","Frederick Rd","","POINT (1354096.23 586050.7799999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-727.pdf"" TARGET=""NEW"">Click Here </a>",727,24,2,0,0,"Bridge (SHA# HO-49)","","1997","",NA,NA,NA
"133","Historic_Sites_View.fid-e93e948_15090ed509b_-1977","Bridge (SHA# HO-20)","Folly Quarter Rd","","POINT (1332814.71 578931.825)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-726.pdf"" TARGET=""NEW"">Click Here </a>",726,23,19,0,0,"Bridge (SHA# HO-20)","","1997","",NA,NA,NA
"134","Historic_Sites_View.fid-e93e948_15090ed509b_-1978","Bridge (SHA# HO-8)","Sheppard Ln","","POINT (1330421.8199999998 568046.3999999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-725.pdf"" TARGET=""NEW"">Click Here </a>",725,29,13,0,0,"Bridge (SHA# HO-8)","","1996","",NA,NA,NA
"135","Historic_Sites_View.fid-e93e948_15090ed509b_-1979","Bridge (SHA# 13046)","RT 32","","POINT (1321705.47 617513.9099999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-673.pdf"" TARGET=""NEW"">Click Here </a>",673,4,16,0,0,"Bridge (SHA# 13046)","","UNK","",NA,NA,NA
"136","Historic_Sites_View.fid-e93e948_15090ed509b_-197a","Bridge (SHA# HO-129)","RT 97","","POINT (1297821.9 578851.4099999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-681.pdf"" TARGET=""NEW"">Click Here </a>",681,21,20,0,0,"Bridge (SHA# HO-129)","","1997","",NA,NA,NA
"137","Historic_Sites_View.fid-e93e948_15090ed509b_-197b","Bridge (SHA# HO-129)","Old Columbia Pike","","POINT (1369456.47 583008.51)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-680.pdf"" TARGET=""NEW"">Click Here </a>",680,25,8,0,0,"Bridge (SHA# HO-129)","","1997","",NA,NA,NA
