FID,Document,HoCo ID,Name,Address,Tax Map,Block,Parcel,Lot,Building Name,Common Name,Location,Survey Year,Comments,geom
Historic_Sites_View.fid-e93e948_15090ed509b_-1ccf,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-089.pdf"" TARGET=""NEW"">Click Here </a>",089,Bernard Campell House,8074 Main St,25,11,19,0,Bernard W. Campbell House; Andrew McLaughlin's Lot,Brown & Koeber,Ellicott City,1977,,POINT (1370085.0599999998 583149)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cce,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-091.pdf"" TARGET=""NEW"">Click Here </a>",091,Hobson's Choice,3145 Florence Rd,13,10,140,0,Hobson's Choice,Great Park;Small Piece,Ellicott City,1977,Data Base had 10/13/84,POINT (1286566.44 597137.3099999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ccd,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-092.pdf"" TARGET=""NEW"">Click Here </a>",092,Trusty Friend,14416 Rt 144,8,23,359,0,The Trusty Friend,,Cooksville,1977,Robb Property Subdivision Lot 2,POINT (1308576.96 602969.625)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ccc,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-094.pdf"" TARGET=""NEW"">Click Here </a>",094,Samuel Powell's House,8120 Main St,25,0,11,0,Samuel Powell House,Votta's Shoe Repair Shop; Rodey's Beer Garden; Navicki's Shoe Repair,Ellicott City,1977,,POINT (1369872.2999999998 583068.8099999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ccb,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-095.pdf"" TARGET=""NEW"">Click Here </a>",095,Chews Resolution Manor,4588 Montgomery Rd,31,1,563,35,Chews Resolution Manor,Wheatfields,Ellicott City,1977,1987 Decorator Show House,POINT (1367067.69 574175.085)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cca,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-096.pdf"" TARGET=""NEW"">Click Here </a>",096,Elmonte,9098 Furrow Ave,17,11,642,0,El Monte (Elmonte),Twiford,Ellicott City,1976,Patapsco Park Estates,POINT (1362002.52 596899.485)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cc9,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-099.pdf"" TARGET=""NEW"">Click Here </a>",099,Norton's Drug Store,8090 Main St,25,0,15,0,Norton's Drug Store,,Ellicott City,1977,,POINT (1369997.5799999998 583096.9049999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cc8,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-098.pdf"" TARGET=""NEW"">Click Here </a>",098,The Lauman House,8060 Main St,25,0,291,0,Lauman House,,Ellicott City,1977,,POINT (1370125.74 583151.34)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cc7,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-100.pdf"" TARGET=""NEW"">Click Here </a>",100,Bicentennial Headquarters,8355 Court Av,25,0,290,0,Bicentennial Headquarters Building,,Ellicott City,1977,,POINT (1369252.77 583235.9099999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cc6,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-101.pdf"" TARGET=""NEW"">Click Here </a>",101,St Pauls Episcopal Church,16457 Old Frederick Rd,2,22,85,0,St. Paul's Episcopal Church,,Poplar Springs,1977,,POINT (1287046.8299999998 613231.0199999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cc5,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-102.pdf"" TARGET=""NEW"">Click Here </a>",102,Powell Log Cabin,2240 Rt 97,14,5,31,0,Sarah Jane Powell Log Cabin,Albert E. France Log Cabin; Dorsey's Log Building,Cooksville,1977,,POINT (1306320.72 598253.265)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cc4,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-103.pdf"" TARGET=""NEW"">Click Here </a>",103,C. Layton Log Bldg,1775 St Michaels Rd,7,19,112,0,"Charles Layton, Jr. Log Building",,Woodbine,1979,Main house should be surveyed. E side St. Michael's Rd. at Florence Rd.,POINT (1278973.0799999998 603051.1499999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cc3,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-104.pdf"" TARGET=""NEW"">Click Here </a>",104,Thaddeus Crapster's Log H,3101 Cabin Run,13,13,256,14,Crapster Farm Log House,Thadeus Crapster's Log House\,Lisbon,2010,Collapsed (data base had 8101 Cabin Run),POINT (1278326.97 594134.3999999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cc2,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-105.pdf"" TARGET=""NEW"">Click Here </a>",105,Ellicott House,3547 Rt 94,13,19,116,0,Robert Ellicott House,,Woodbine,1979,,POINT (1276864.65 590615.865)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cc1,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-106.pdf"" TARGET=""NEW"">Click Here </a>",106,R. Hunter House,17650 Annapolis Rock Rd,19,6,12,0,The Robert Hunter House,,Woodbine,1979,Could not locate summer 1989. Not located,POINT (1276112.5499999998 588762.21)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cc0,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-107.pdf"" TARGET=""NEW"">Click Here </a>",107,G G Willson Log House,3910 Hipsley Mill Rd,20,2,49,0,The George G. Willson House,,Woodbine,1977,"Owned by State of MD, could not locate summer 1989",POINT (1280817.48 586683.825)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cbf,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-108.pdf"" TARGET=""NEW"">Click Here </a>",108,Hipsley Mill Rd Log Bldg,Hipsley Mill Rd,20,3,9,0,Site of Hipsley Mills Road Log Building,,Woodbine,1971,Not located; Could not locate summer 1989,POINT (1282520.4 586077.75)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cbe,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-110.pdf"" TARGET=""NEW"">Click Here </a>",110,J H Owings House,3729 Jennings Chapel Rd,20,12,134,0,Jennings Cemetery,Long Valley Farm; Dr. John Hood Owings House site,Brookeville,1970,"Not located; Same site as #109, no address on address map.",POINT (1292513.19 584530.845)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cbd,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-109.pdf"" TARGET=""NEW"">Click Here </a>",109,A B Dunn's Log House,3729 Jennings Chapel Rd,20,12,134,0,Ann B. Dunn's Log House,,Woodbine,1979,Not located; Same site as #110; no address on address map.,POINT (1292292.24 584561.58)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cbc,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-112.pdf"" TARGET=""NEW"">Click Here </a>",112,Cherry Grove Slave Quarte,2898 Duvall Rd,13,17,50,0,Cherry Grove Slave Quarters,J. P. Tarenz Log House,Woodbine,1978,,POINT (1291405.1099999999 594079.4249999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cbb,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-114.pdf"" TARGET=""NEW"">Click Here </a>",114,Heritage Log Bldg,16539 A. E. Mullinix Rd,7,22,132,0,The Heritage Log Building,,Woodbine,1979,"Same site as 113, could not locate summer of 1989. Collapsed",POINT (1286638.38 601978.9199999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cba,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-115.pdf"" TARGET=""NEW"">Click Here </a>",115,Sunnyside,2701 Woodbine Rd,13,8,17,0,Sunnyside,,Woodbine,1979,Only outbuildings,POINT (1281250.2 596757.72)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cb9,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-116.pdf"" TARGET=""NEW"">Click Here </a>",116,Patrick Farm House,1960 Daisey Rd,7,24,141,0,Beldon Patrick Farm House,,Woodbine,1979,,POINT (1293968.64 600539.985)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cb8,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-117.pdf"" TARGET=""NEW"">Click Here </a>",117,Poverty Discovered,14195 Frederick Rd,14,6,46,0,Poverty Discovered,,Cooksville,1970,Not Located,POINT (1310288.4 600192.6749999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cb7,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-118.pdf"" TARGET=""NEW"">Click Here </a>",118,Albert Schulze Bldg,1685 St Michaels Rd,7,20,213,0,Albert Schultz Post and Plank Building,,Woodbine,1979,PC says good condition. Agricultural Easement,POINT (1279989.45 603234.945)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cb6,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-119.pdf"" TARGET=""NEW"">Click Here </a>",119,Deep Meadow,3173 Daisey Rd,13,24,61,0,Deep Meadow,,Woodbine,1976,Beautiful barn on site,POINT (1293075.8699999999 589875.5249999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cb5,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-120.pdf"" TARGET=""NEW"">Click Here </a>",120,By His Grace,3710 Rt 97,21,9,4,0,By His Grace,,Glenwood,UNK,,POINT (1300923.5999999999 583575.375)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cb4,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-121.pdf"" TARGET=""NEW"">Click Here </a>",121,Nancy Valle House,4401 Roxbury Mills Rd,21,20,70,0,Nancy Valle's Stone House,,Brookeville,1979,,POINT (1297543.5899999999 578249.4299999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cb3,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-122.pdf"" TARGET=""NEW"">Click Here </a>",122,Russel Maisel House,15282 Roxbury Road,21,15,27,0,Stephen B. Dorsey Farm Tenant House,Russel Maisel's Stone House,Glenelg,1976,Address as per KS,POINT (1301656.14 580273.4099999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cb2,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-123.pdf"" TARGET=""NEW"">Click Here </a>",123,George Chase House,15081 Roxbury Rd,21,21,191,3,George Chase Brick House,Clark Family Farm,Roxbury Mills,2008,,POINT (1301132.94 577828.9049999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cb1,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-124.pdf"" TARGET=""NEW"">Click Here </a>",124,St Barnabas Episcopal Ch,13125 Forsythe Rd,4,16,50,0,St. Barnabas Episcopal Church,,Sykesville,2008,,POINT (1320957.7799999998 617144.2799999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cb0,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-125.pdf"" TARGET=""NEW"">Click Here </a>",125,Wavertree,12961 Triadelphia Rd,22,10,314,0,Wavertree,,Ellicott City,1978,Benson Branch Park,POINT (1323755.13 583194.21)
Historic_Sites_View.fid-e93e948_15090ed509b_-1caf,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-126.pdf"" TARGET=""NEW"">Click Here </a>",126,Marvin Howard Bldg,14564 Dorsey Mill Rd,21,17,31,0,"No ""Historic"" name noted on the Survey Form",Marvin Howard's Log Building,Glenwood,1979,Vacant,POINT (1306844.22 581796.09)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cae,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-127.pdf"" TARGET=""NEW"">Click Here </a>",127,Lynda Byrd Stone's House,601 River Rd,4,24,101,4,"No ""Historic"" name noted on the Survey Form",Linda Byrd's Log Store,Sykesville,1979,,POINT (1325441.76 614861.6699999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cad,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-128.pdf"" TARGET=""NEW"">Click Here </a>",128,John Clark's House,1575 Marriottsville Rd,10,16,34,2,Judge John L. Clark's House,,Marriottsville,UNK,2003 Decotrator Show House (Valhalla),POINT (1342429.5599999998 603873.4349999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cac,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-130.pdf"" TARGET=""NEW"">Click Here </a>",130,Gate House - Doughoregan,3120 Manor Ln,23,6,71,0,Gate House - Doughoregan Manor,,Ellicott City,1979,,POINT (1343546.22 589356.765)
Historic_Sites_View.fid-e93e948_15090ed509b_-1cab,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-131.pdf"" TARGET=""NEW"">Click Here </a>",131,Enniscorthy,3412 Folly Quarter Rd,23,4,66,0,Enniscorthy,,Ellicott City,1979,,POINT (1339640.01 587172.96)
Historic_Sites_View.fid-e93e948_15090ed509b_-1caa,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,Stone House,3841 Manor Ln,23,17,78,0,Stone House on Doughoregan Manor,,Ellicott City,1979,,POINT (1344377.76 581737.005)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ca9,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,Franciscan Friars Novitia,12290 Folly Quarter Rd,22,24,46,0,The Franciscan Friars Novitiate,,Ellicott City,1979,,POINT (1329754.47 579464.4299999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ca8,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-134.pdf"" TARGET=""NEW"">Click Here </a>",134,Johnson House,4411 Manor Ln,29,5,2,0,William Johnson Estate House,,Ellicott City,1979,,POINT (1344735.45 576862.005)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ca7,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-135.pdf"" TARGET=""NEW"">Click Here </a>",135,Porter's Tavern,4955 Manor Ln,29,11,93,0,Porter's Tavern,The Jack Gebhard House,Ellicott City,1978,,POINT (1344400.1099999999 571352.58)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ca6,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-136.pdf"" TARGET=""NEW"">Click Here </a>",136,Kline Farm Ruins,Rt 108,30,7,9,0,The Joel Kline Farm (ruins),,Ellicott City,1970,Not located; site now Centennial Park,POINT (1350804.1199999999 573124.335)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ca5,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-137.pdf"" TARGET=""NEW"">Click Here </a>",137,Brosenne's Stone House,10281 Rt 40,24,1,670,0,Brosenne's Stone House,Pine Orchard Hotel,Ellicott City,1978,,POINT (1349892.5999999999 587400.75)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ca4,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-138.pdf"" TARGET=""NEW"">Click Here </a>",138,Gerwig-Lintner House,10101 Frederick Rd,24,2,65,0,Gerwig-Lintner House,,Ellicott City,1978,Demolished 1987,POINT (1351487.25 586843.845)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ca3,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-139.pdf"" TARGET=""NEW"">Click Here </a>",139,Brick House Farm,3660 Centennial Ln,24,7,740,62,Shirley,Brick House Farm; Little Brick Farm; Herman Feage Brick House,Ellicott City,1997,,POINT (1350021.42 584800.83)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ca2,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-140.pdf"" TARGET=""NEW"">Click Here </a>",140,Gary Memorial Church,2029 Daniels Rd,17,6,627,0,Gary Memorial United Methodist Church,,Daniels,1979,,POINT (1364690.46 600506.1749999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ca1,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-141.pdf"" TARGET=""NEW"">Click Here </a>",141,The Lawn,6036 Old Lawyers Hill Rd,32,21,6,1,The Lawn,,Elkridge,1976,2006 Decorator Show House,POINT (1392108.66 566326.11)
Historic_Sites_View.fid-e93e948_15090ed509b_-1ca0,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-142.pdf"" TARGET=""NEW"">Click Here </a>",142,St John's Rectory,3480 St Johns Ln,24,11,759,0,Rebecca's Lot,Old St. John's Rectory,Ellicott City,1977,Field check to determine new address and lot number,POINT (1361581.2899999998 585610.4099999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1c9f,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-143.pdf"" TARGET=""NEW"">Click Here </a>",143,MacAlpine Slave Quarters,3645 MacAlpine Rd,24,11,645,23,MacAlpine Slave Quarters,,Ellicott City,1979,,POINT (1360565.8199999998 583789.815)
Historic_Sites_View.fid-e93e948_15090ed509b_-1c9e,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-144.pdf"" TARGET=""NEW"">Click Here </a>",144,Wayside Inn,4344 Columbia Rd,24,23,302,0,Wayside Inn,,Ellicott City,1976,Special exception granted for Bed & Breakfast,POINT (1361742.63 577414.6799999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1c9d,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-145.pdf"" TARGET=""NEW"">Click Here </a>",145,Mt Joy,8885 Montjoy Pl,30,12,260,119,Montjoy Farm,Mount Joy; Mount Joy Farm; Santa Fe Farm,Ellicott City,2003,Developer owned; house to be rehabed,POINT (1363576.44 572216.9249999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1c9c,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-146.pdf"" TARGET=""NEW"">Click Here </a>",146,Stempner House,5781  Main St,38,4,345,0,Stempner House,,Elkridge,1973,Condition: Very altered,POINT (1394541.51 564176.325)
Historic_Sites_View.fid-e93e948_15090ed509b_-1c9b,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-148.pdf"" TARGET=""NEW"">Click Here </a>",148,Frank Boggs House,5306 Waterloo Dr,31,13,337,0,Frank Boggs House,,Ellicott City,1979,Gone,POINT (1367296.0499999998 567617.955)
Historic_Sites_View.fid-e93e948_15090ed509b_-1c9a,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-149.pdf"" TARGET=""NEW"">Click Here </a>",149,Clover Hill,6145 Montgomery Rd,31,23,235,0,Clover Hill,,Elkridge,2008,Located in Rockburn Branch Park,POINT (1378890.48 564998.235)
Historic_Sites_View.fid-e93e948_15090ed509b_-1c99,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-150.pdf"" TARGET=""NEW"">Click Here </a>",150,The Lorenz House,5434 Landing Rd,31,23,236,0,The Lorenz House,,Elkridge,1979,,POINT (1381367.16 566422.2899999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1c98,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-151.pdf"" TARGET=""NEW"">Click Here </a>",151,Rockburn,6581 Belmont Wods Rd,32,19,7,1,Moore's Morning Choice,Rockburn,Elkridge,1976,"Lawyers Hill N.R. H.D. 9/23/93; MHT easement, MET easment",POINT (1385854.68 565046.2949999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1c97,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-152.pdf"" TARGET=""NEW"">Click Here </a>",152,Dorsey Mill,5481 Levering Av,32,22,50,0,Hockley Grist Mill House,Dorsey Mill; Hockley Grist Mill,Elkridge,1976,,POINT (1393726.14 565893.885)
Historic_Sites_View.fid-e93e948_15090ed509b_-1c96,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-154.pdf"" TARGET=""NEW"">Click Here </a>",154,Kelly's Stone House,5509 Old Columbia Road,30,21,179,0,Cooper's House; Oakland Mills; Felicity,Kelly's Stone House,Ellicott City,1977,Gone,POINT (1355293.1099999999 565612.0349999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1c95,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-155.pdf"" TARGET=""NEW"">Click Here </a>",155,Gales-Gaither House,5505 Old Columbia Pike,30,21,197,0,Felicity,Gales-Gaither House,Columbia,1977,Gone,POINT (1355378.2799999998 565724.115)
Historic_Sites_View.fid-e93e948_15090ed509b_-1c94,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-156.pdf"" TARGET=""NEW"">Click Here </a>",156,Dalton,9315 Mellenbrook Rd,30,16,264,0,Dalton,,Columbia,1979,"Thunder Hill, Sec. 1, Area 2",POINT (1359445.74 570147.2699999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1c93,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-158.pdf"" TARGET=""NEW"">Click Here </a>",158,Four Brothers Portion,Rt 32,35,15,434,127,River Hill Farm,Four Brothers Portion; Richard B. Owings Residence,Clarksville,1977,Part of Parcel 70 is subdivided (Village of River Hill); gone,POINT (1336170.99 556370.2799999999)
Historic_Sites_View.fid-e93e948_15090ed509b_-1c92,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-159.pdf"" TARGET=""NEW"">Click Here </a>",159,OaklandFarms,14175 Old  Frederick Rd,8,12,381,0,Shipley's Discovery (patented 1726),Oakland Farms,Sykesville,1976,,POINT (1310912.49 607487.565)
Historic_Sites_View.fid-e93e948_15090ed509b_-1c91,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-161.pdf"" TARGET=""NEW"">Click Here </a>",161,Henry Warfield House,6044 Trotter Rd,35,7,23,0,John L. Due House,The Henry Warfield House; The Trotter House,Clarksville,1977,,POINT (1334975.22 559709.715)
Historic_Sites_View.fid-e93e948_15090ed509b_-1c90,"<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-162.pdf"" TARGET=""NEW"">Click Here </a>",162,Sturdevant Bldg,12404 Rt 108,34,12,93,0,Sturdevant Building (site),,Clarksville,1970,"Bruned in 1970s, No longer exists",POINT (1328433.93 560646.135)
